Name,Team,Reason,Date_2022-12-26 00:00:00,Date_2022-12-27 00:00:00,Date_2022-12-28 00:00:00,Date_2022-12-29 00:00:00,Date_2022-12-30 00:00:00,Date_2022-12-31 00:00:00,Date_2022-01-01 00:00:00,Date_2022-01-02 00:00:00,Date_2022-01-03 00:00:00,Date_2022-01-04 00:00:00
Kwadwo Baah,"Watford
TRACK
9",Ankle/Foot Injury,0,0,0,1,1,1,0,0,0,0
Kyle Walker,"Manchester City
TRACK
4",Illness,1,0,0,0,0,0,0,0,0,0
Kyle Walker,"Manchester City
TRACK
5",Illness,0,0,0,0,1,1,0,0,0,0
Kyle Walker,"Manchester City
TRACK
6",Illness,0,1,1,1,0,0,0,0,0,0
Kyle Walker-Peters,Southampton,Suspended,0,0,0,0,0,0,1,1,1,1
Kyle Walker-Peters,"Southampton
TRACK
9",Suspended,0,0,0,1,1,1,0,0,0,0
Leandro Trossard,Brighton and Hove Albion,Thigh Injury,0,0,0,0,0,0,1,1,0,0
Leandro Trossard,"Brighton and Hove Albion
TRACK
4",Thigh Injury,0,0,0,0,1,1,0,0,0,0
Leandro Trossard,"Brighton and Hove Albion
TRACK
7",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Leandro Trossard,"Brighton and Hove Albion
TRACK
8",Thigh Injury,0,1,1,0,0,0,0,0,0,0
Leon Bailey,Aston Villa,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Leon Bailey,"Aston Villa
TRACK
4",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Leon Bailey,"Aston Villa
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Lewis Dunk,Brighton and Hove Albion,Knee Injury,0,0,0,0,0,0,1,1,1,1
Lewis Dunk,"Brighton and Hove Albion
TRACK
4",Knee Injury,0,0,0,0,1,1,0,0,0,0
Lewis Dunk,"Brighton and Hove Albion
TRACK
7",Knee Injury,0,0,0,1,0,0,0,0,0,0
Lewis Dunk,"Brighton and Hove Albion
TRACK
8",Knee Injury,1,1,1,0,0,0,0,0,0,0
Liam Cooper,Leeds United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Liam Cooper,"Leeds United
TRACK
10",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Liam Cooper,"Leeds United
TRACK
9",Thigh Injury,1,1,1,1,1,0,0,0,0,0
Liam Delap,Manchester City,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Liam Delap,"Manchester City
TRACK
4",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Liam Delap,"Manchester City
TRACK
5",Ankle/Foot Injury,0,0,0,0,1,1,0,0,0,0
Liam Delap,"Manchester City
TRACK
6",Ankle/Foot Injury,0,1,1,1,0,0,0,0,0,0
Lucas Digne,Everton,Illness,0,0,0,0,0,0,1,0,0,0
Lucas Digne,"Everton
TRACK
9",Illness,1,1,1,1,1,1,0,0,0,0
Luka Milivojevic,"Crystal Palace
TRACK
8",Illness,0,1,0,0,0,0,0,0,0,0
Lukas Rupp,Norwich City,Illness,0,0,0,0,0,0,1,1,1,1
Lukas Rupp,"Norwich City
TRACK
11",Illness,0,0,0,1,1,1,0,0,0,0
Lukas Rupp,"Norwich City
TRACK
7",Illness,1,1,1,0,0,0,0,0,0,0
Luke Shaw,Manchester United,Suspended,0,0,0,0,0,0,0,0,0,1
Lyanco Silveira Neves Vojnovic,Southampton,Illness,0,0,0,0,0,0,1,1,1,1
Lyanco Silveira Neves Vojnovic,"Southampton
TRACK
4",Illness,0,1,1,0,0,0,0,0,0,0
Lyanco Silveira Neves Vojnovic,"Southampton
TRACK
9",Illness,0,0,0,1,1,1,0,0,0,0
Mads Roerslev Rasmussen,"Brentford
TRACK
11",Illness,0,1,1,1,0,0,0,0,0,0
Marvelous Nakamba,Aston Villa,Knee Injury,0,0,0,0,0,0,1,1,1,1
Marvelous Nakamba,"Aston Villa
TRACK
4",Knee Injury,0,1,1,1,1,1,0,0,0,0
Marvelous Nakamba,"Aston Villa
TRACK
7",Knee Injury,1,0,0,0,0,0,0,0,0,0
Mathias Jensen,Brentford,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,0,0,0,1
Mathias Jorgensen,Brentford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Mathias Jorgensen,"Brentford
TRACK
11",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Mathias Jorgensen,"Brentford
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Mathias Normann,Norwich City,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Mathias Normann,"Norwich City
TRACK
11",Groin/Hip/Pelvic Injury,0,0,0,1,1,1,0,0,0,0
Mathias Normann,"Norwich City
TRACK
7",Groin/Hip/Pelvic Injury,1,1,1,0,0,0,0,0,0,0
Matt Ritchie,Newcastle United,Other,0,0,0,0,0,0,1,1,1,1
Matt Ritchie,"Newcastle United
TRACK
12",Other,0,0,1,0,1,1,0,0,0,0
Matt Ritchie,"Newcastle United
TRACK
13",Other,0,0,0,1,0,0,0,0,0,0
Maximillian Aarons,Norwich City,Illness,0,0,0,0,0,0,1,1,1,1
Maximillian Aarons,"Norwich City
TRACK
11",Illness,0,0,0,1,1,1,0,0,0,0
Maxwel Cornet,Burnley,Other,0,0,0,0,0,0,0,0,0,1
Maxwel Cornet,Burnley,Thigh Injury,0,0,0,0,0,0,1,0,0,0
Maxwel Cornet,"Burnley
TRACK
4",Thigh Injury,1,1,1,1,1,0,0,0,0,0
Maxwel Cornet,"Burnley
TRACK
7",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Michael Olise,Crystal Palace,Illness,0,0,0,0,0,0,1,0,0,0
Michael Olise,"Crystal Palace
TRACK
6",Illness,0,0,1,0,0,0,0,0,0,0
Michael Olise,"Crystal Palace
TRACK
7",Illness,0,0,0,1,1,1,0,0,0,0
Michael Olise,"Crystal Palace
TRACK
8",Illness,0,1,0,0,0,0,0,0,0,0
Michail Antonio,"West Ham United
TRACK
4",Illness,1,0,0,0,0,0,0,0,0,0
Milot Rashica,Norwich City,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Milot Rashica,"Norwich City
TRACK
11",Groin/Hip/Pelvic Injury,0,0,0,1,1,1,0,0,0,0
Milot Rashica,"Norwich City
TRACK
7",Groin/Hip/Pelvic Injury,1,1,1,0,0,0,0,0,0,0
Mohamed Salisu,Southampton,Suspended,0,0,0,0,0,0,1,1,1,1
Mohamed Salisu,"Southampton
TRACK
9",Suspended,0,0,0,1,1,1,0,0,0,0
Morgan Sanson,"Aston Villa
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
N'Golo Kante,"Chelsea
TRACK
6",Knee Injury,0,1,1,1,0,0,0,0,0,0
Nathan Ferguson,"Crystal Palace
TRACK
2",Calf/Shin/Heel Injury,1,0,0,0,0,0,0,0,0,0
Nathan Tella,Southampton,Illness,0,0,0,0,0,0,1,1,1,1
Nathan Tella,"Southampton
TRACK
4",Illness,0,1,1,0,0,0,0,0,0,0
Nathan Tella,"Southampton
TRACK
9",Illness,0,0,0,1,1,1,0,0,0,0
Nathaniel Clyne,Crystal Palace,Illness,0,0,0,0,0,0,1,1,1,1
Nathaniel Clyne,"Crystal Palace
TRACK
6",Other,0,0,1,0,0,0,0,0,0,0
Nathaniel Clyne,"Crystal Palace
TRACK
7",Other,0,0,0,1,1,1,0,0,0,0
Nathaniel Clyne,"Crystal Palace
TRACK
8",Other,0,1,0,0,0,0,0,0,0,0
Nathaniel Phillips,Liverpool,Head/Face Injury,0,0,0,0,0,0,1,1,1,1
Nathaniel Phillips,"Liverpool
TRACK
4",Head/Face Injury,0,0,1,0,0,0,0,0,0,0
Nathaniel Phillips,"Liverpool
TRACK
6",Head/Face Injury,0,0,0,1,0,0,0,0,0,0
Nathaniel Phillips,"Liverpool
TRACK
7",Head/Face Injury,0,0,0,0,1,1,0,0,0,0
Nathaniel Phillips,"Liverpool
TRACK
8",Head/Face Injury,1,1,0,0,0,0,0,0,0,0
Nick Pope,Burnley,Illness,0,0,0,0,0,0,1,1,1,1
Nick Pope,"Burnley
TRACK
7",Illness,0,0,0,0,0,1,0,0,0,0
Nicolas N'Koulou,Watford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Nicolas N'Koulou,"Watford
TRACK
6",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Nicolas N'Koulou,"Watford
TRACK
8",Thigh Injury,0,1,1,0,0,0,0,0,0,0
Nicolas N'Koulou,"Watford
TRACK
9",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Oleksandr Zinchenko,Manchester City,Illness,0,0,0,0,0,0,1,1,1,1
Ollie Watkins,Aston Villa,Other,0,0,0,0,0,0,0,1,1,1
Pablo Fornals,West Ham United,Illness,0,0,0,0,0,0,1,1,1,1
Pablo Fornals,"West Ham United
TRACK
5",Illness,0,0,0,1,1,1,0,0,0,0
Pablo Mari Villar,"Arsenal
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Pascal Struijk,Leeds United,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Pascal Struijk,"Leeds United
TRACK
10",Ankle/Foot Injury,0,0,0,0,0,1,0,0,0,0
Pascal Struijk,"Leeds United
TRACK
9",Ankle/Foot Injury,1,1,1,1,1,0,0,0,0,0
Patrick Bamford,Leeds United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Patrick Bamford,"Leeds United
TRACK
10",Thigh Injury,0,0,0,0,0,1,0,0,0,0
Patrick Bamford,"Leeds United
TRACK
9",Thigh Injury,1,1,1,1,1,0,0,0,0,0
Patson Daka,Leicester City,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Patson Daka,"Leicester City
TRACK
10",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Patson Daka,"Leicester City
TRACK
9",Thigh Injury,0,1,1,0,0,0,0,0,0,0
Paul Dummett,Newcastle United,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Paul Dummett,"Newcastle United
TRACK
12",Calf/Shin/Heel Injury,0,0,1,0,1,1,0,0,0,0
Paul Dummett,"Newcastle United
TRACK
13",Calf/Shin/Heel Injury,0,0,0,1,0,0,0,0,0,0
Paul Dummett,"Newcastle United
TRACK
7",Calf/Shin/Heel Injury,1,1,0,0,0,0,0,0,0,0
Paul Pogba,Manchester United,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Paul Pogba,"Manchester United
TRACK
4",Groin/Hip/Pelvic Injury,0,1,1,1,1,1,0,0,0,0
Paul Pogba,"Manchester United
TRACK
7",Groin/Hip/Pelvic Injury,1,0,0,0,0,0,0,0,0,0
Pedro Lomba Neto,Wolverhampton Wanderers,Knee Injury,0,0,0,0,0,0,1,1,1,1
Pedro Lomba Neto,"Wolverhampton Wanderers
TRACK
7",Knee Injury,1,1,1,1,1,1,0,0,0,0
Peter Etebo,Watford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Peter Etebo,"Watford
TRACK
6",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Peter Etebo,"Watford
TRACK
8",Thigh Injury,0,1,1,0,0,0,0,0,0,0
Peter Etebo,"Watford
TRACK
9",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Philip Foden,Manchester City,Illness,0,0,0,0,0,0,1,1,1,1
Pierre-Emerick Aubameyang,Arsenal,Other,0,0,0,0,0,0,1,1,1,1
Pierre-Emerick Aubameyang,"Arsenal
TRACK
5",Suspended,0,1,1,1,1,1,0,0,0,0
Pierre-Emerick Aubameyang,"Arsenal
TRACK
7",Suspended,1,0,0,0,0,0,0,0,0,0
Raphael Varane,"Manchester United
TRACK
4",Thigh Injury,0,1,0,0,0,0,0,0,0,0
Raphael Varane,"Manchester United
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Rayan Ait Nouri,Wolverhampton Wanderers,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,0,0
Rayan Ait Nouri,"Wolverhampton Wanderers
TRACK
7",Groin/Hip/Pelvic Injury,1,1,1,1,1,1,0,0,0,0
Reece James,Chelsea,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Reece James,"Chelsea
TRACK
6",Thigh Injury,0,0,0,0,1,1,0,0,0,0
Ricardo Barbosa Pereira,Leicester City,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Ricardo Barbosa Pereira,"Leicester City
TRACK
10",Calf/Shin/Heel Injury,0,0,0,1,1,1,0,0,0,0
Ricardo Barbosa Pereira,"Leicester City
TRACK
9",Calf/Shin/Heel Injury,0,1,1,0,0,0,0,0,0,0
Ricardo Barbosa Pereira,"Leicester City
TRACK
9",Knee Injury,1,0,0,0,0,0,0,0,0,0
Richarlison de Andrade,Everton,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Richarlison de Andrade,"Everton
TRACK
9",Calf/Shin/Heel Injury,1,1,1,1,1,1,0,0,0,0
Rico Henry,Brentford,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Rico Henry,"Brentford
TRACK
11",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Rico Henry,"Brentford
TRACK
7",Thigh Injury,1,0,0,0,0,0,0,0,0,0
Roberto Firmino,Liverpool,Illness,0,0,0,0,0,0,0,1,1,1
Rodrigo Hernandez Cascante,"Manchester City
TRACK
5",Illness,0,0,0,0,1,1,0,0,0,0
Rodrigo Hernandez Cascante,"Manchester City
TRACK
6",Illness,0,1,1,1,0,0,0,0,0,0
Rodrigo Moreno Machado,Leeds United,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Rodrigo Moreno Machado,"Leeds United
TRACK
10",Calf/Shin/Heel Injury,0,0,0,0,0,1,0,0,0,0
Rodrigo Moreno Machado,"Leeds United
TRACK
9",Calf/Shin/Heel Injury,1,1,1,1,1,0,0,0,0,0
Romelu Lukaku,Chelsea,Other,0,0,0,0,0,0,0,1,1,1
Romelu Lukaku,"Chelsea
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Ruben Loftus-Cheek,Chelsea,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Ruben Loftus-Cheek,"Chelsea
TRACK
6",Ankle/Foot Injury,0,1,1,1,1,1,0,0,0,0
Ruben Loftus-Cheek,"Chelsea
TRACK
7",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Ryan Bertrand,Leicester City,Knee Injury,0,0,0,0,0,0,1,1,1,1
Ryan Bertrand,"Leicester City
TRACK
10",Knee Injury,0,0,0,1,1,1,0,0,0,0
Ryan Bertrand,"Leicester City
TRACK
9",Knee Injury,0,1,1,0,0,0,0,0,0,0
Ryan Fraser,Newcastle United,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Ryan Fraser,"Newcastle United
TRACK
12",Thigh Injury,0,0,0,0,1,1,0,0,0,0
Ryan Fraser,"Newcastle United
TRACK
13",Thigh Injury,0,0,0,1,0,0,0,0,0,0
Ryan Sessegnon,Tottenham Hotspur,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Ryan Sessegnon,"Tottenham Hotspur
TRACK
4",Thigh Injury,1,1,1,1,1,1,0,0,0,0
Scott McTominay,Manchester United,Suspended,0,0,0,0,0,0,0,0,0,1
Sead Kolasinac,Arsenal,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Sead Kolasinac,"Arsenal
TRACK
5",Ankle/Foot Injury,0,1,1,1,1,1,0,0,0,0
Sead Kolasinac,"Arsenal
TRACK
7",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Sergi Canos Tenes,Brentford,Thigh Injury,0,0,0,0,0,0,0,0,0,1
Shane Duffy,"Brighton and Hove Albion
TRACK
7",Illness,0,0,0,1,0,0,0,0,0,0
Shane Duffy,"Brighton and Hove Albion
TRACK
8",Illness,0,1,1,0,0,0,0,0,0,0
Steven Alzate,"Brighton and Hove Albion
TRACK
8",Ankle/Foot Injury,1,0,0,0,0,0,0,0,0,0
Steven Bergwijn,Tottenham Hotspur,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Steven Bergwijn,"Tottenham Hotspur
TRACK
4",Calf/Shin/Heel Injury,0,0,0,1,1,1,0,0,0,0
Takehiro Tomiyasu,"Arsenal
TRACK
5",Illness,0,1,1,1,1,1,0,0,0,0
Takehiro Tomiyasu,"Arsenal
TRACK
7",Calf/Shin/Heel Injury,1,0,0,0,0,0,0,0,0,0
Takumi Minamino,Liverpool,Other,0,0,0,0,0,0,1,1,1,1
Takumi Minamino,"Liverpool
TRACK
6",Other,0,0,0,1,0,0,0,0,0,0
Takumi Minamino,"Liverpool
TRACK
7",Other,0,0,0,0,1,1,0,0,0,0
Teemu Pukki,Norwich City,Illness,0,0,0,0,0,0,1,1,1,1
Teemu Pukki,"Norwich City
TRACK
11",Illness,0,0,0,0,0,1,0,0,0,0
Teemu Pukki,"Norwich City
TRACK
11",Other,0,0,0,1,1,0,0,0,0,0
Thiago Alcantara,Liverpool,Groin/Hip/Pelvic Injury,0,0,0,0,0,0,1,1,1,1
Thiago Alcantara,"Liverpool
TRACK
6",Other,0,0,0,1,0,0,0,0,0,0
Thiago Alcantara,"Liverpool
TRACK
7",Groin/Hip/Pelvic Injury,0,0,0,0,0,1,0,0,0,0
Thiago Alcantara,"Liverpool
TRACK
7",Other,0,0,0,0,1,0,0,0,0,0
Thiago Alcantara,"Liverpool
TRACK
8",Illness,1,1,0,0,0,0,0,0,0,0
Thiago Silva,Chelsea,Thigh Injury,0,0,0,0,0,0,1,1,0,0
Thiago Silva,"Chelsea
TRACK
6",Thigh Injury,0,1,1,1,1,1,0,0,0,0
Tim Krul,Norwich City,Illness,0,0,0,0,0,0,1,1,1,1
Tim Krul,"Norwich City
TRACK
11",Illness,0,0,0,1,1,1,0,0,0,0
Tim Krul,"Norwich City
TRACK
7",Illness,1,1,1,0,0,0,0,0,0,0
Timo Werner,Chelsea,Illness,0,0,0,0,0,0,1,1,1,1
Timo Werner,"Chelsea
TRACK
6",Illness,0,1,1,1,1,1,0,0,0,0
Timo Werner,"Chelsea
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Todd Cantwell,Norwich City,Illness,0,0,0,0,0,0,1,1,1,1
Todd Cantwell,"Norwich City
TRACK
11",Illness,0,0,0,1,1,1,0,0,0,0
Tom Cleverley,"Watford
TRACK
8",Thigh Injury,0,0,1,0,0,0,0,0,0,0
Tom Cleverley,"Watford
TRACK
9",Thigh Injury,0,0,0,1,1,1,0,0,0,0
Tom Davies,Everton,Knee Injury,0,0,0,0,0,0,1,1,1,1
Tom Davies,"Everton
TRACK
9",Knee Injury,1,1,1,1,1,1,0,0,0,0
Trevoh Chalobah,Chelsea,Thigh Injury,0,0,0,0,0,0,0,0,1,1
Tyler Roberts,Leeds United,Suspended,0,0,0,0,0,0,0,0,0,1
Tyrone Mings,Aston Villa,Suspended,0,0,0,0,0,0,1,1,1,1
Tyrone Mings,"Aston Villa
TRACK
4",Suspended,0,1,1,1,1,1,0,0,0,0
Valentino Livramento,Southampton,Knee Injury,0,0,0,0,0,0,1,1,1,1
Valentino Livramento,"Southampton
TRACK
9",Knee Injury,0,0,0,1,1,1,0,0,0,0
Vicente Guaita,"Crystal Palace
TRACK
8",Other,0,1,0,0,0,0,0,0,0,0
Victor Lindelof,Manchester United,Illness,0,0,0,0,0,0,1,1,1,1
Victor Lindelof,"Manchester United
TRACK
4",Illness,0,0,1,1,1,1,0,0,0,0
Victor Lindelof,"Manchester United
TRACK
7",Chest/Abdominal Injury,1,0,0,0,0,0,0,0,0,0
Virgil van Dijk,"Liverpool
TRACK
8",Illness,1,1,0,0,0,0,0,0,0,0
Vitaly Janelt,Brentford,Illness,0,0,0,0,0,0,1,0,0,0
Vitaly Janelt,"Brentford
TRACK
11",Illness,0,1,1,1,1,1,0,0,0,0
Vontae Daley-Campbell,"Leicester City
TRACK
9",Illness,1,0,0,0,0,0,0,0,0,0
Wesley Fofana,Leicester City,Ankle/Foot Injury,0,0,0,0,0,0,1,1,1,1
Wesley Fofana,"Leicester City
TRACK
10",Ankle/Foot Injury,0,0,0,1,1,1,0,0,0,0
Wesley Fofana,"Leicester City
TRACK
9",Ankle/Foot Injury,1,1,1,0,0,0,0,0,0,0
Wilfried Zaha,Crystal Palace,Illness,0,0,0,0,0,0,0,1,1,1
Wilfried Zaha,"Crystal Palace
TRACK
6",Suspended,0,0,1,0,0,0,0,0,0,0
Wilfried Zaha,"Crystal Palace
TRACK
7",Suspended,0,0,0,1,1,1,0,0,0,0
Wilfried Zaha,"Crystal Palace
TRACK
8",Suspended,0,1,0,0,0,0,0,0,0,0
William Smallbone,Southampton,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
William Smallbone,"Southampton
TRACK
9",Calf/Shin/Heel Injury,0,0,0,1,1,1,0,0,0,0
Willy Boly,Wolverhampton Wanderers,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Willy Boly,"Wolverhampton Wanderers
TRACK
7",Calf/Shin/Heel Injury,0,1,1,1,1,1,0,0,0,0
Willy Boly,"Wolverhampton Wanderers
TRACK
7",Other,1,0,0,0,0,0,0,0,0,0
Yerry Mina,Everton,Calf/Shin/Heel Injury,0,0,0,0,0,0,1,1,1,1
Yerry Mina,"Everton
TRACK
9",Calf/Shin/Heel Injury,1,1,1,1,1,1,0,0,0,0
Yerson Mosquera,Wolverhampton Wanderers,Thigh Injury,0,0,0,0,0,0,1,1,1,1
Yerson Mosquera,"Wolverhampton Wanderers
TRACK
7",Illness,1,0,0,0,0,0,0,0,0,0
Yerson Mosquera,"Wolverhampton Wanderers
TRACK
7",Thigh Injury,0,1,1,1,1,1,0,0,0,0
